ticker,date,text,source,url,sentiment_label,sentiment_score,positive_score,negative_score,neutral_score
MSFT,2026-01-26,We Could Be In For A Flat Market In 2026. Markets in 2026 could stall if mega-cap “Trillionaires” fade.,newsapi,https://seekingalpha.com/article/4862530-we-could-be-in-for-a-flat-market-in-2026,negative,0.9321848154067993,0.02163781225681305,0.9321848154067993,0.04617738351225853
MSFT,2026-01-26,"Stock futures fall as traders get set for a big week of trading: Live updates - CNBC. Stock futures fall as traders get set for a big week of trading: Live updatesCNBC Fed, big earnings week loom for markets as global tensions muddy outlookYahoo Finance Stock Futures Are Falling Ahead of Fed Meeting as Shutdown Fears RiseBarron's Earnings week…",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180656110,negative,0.9654098153114319,0.008798249065876007,0.9654098153114319,0.025792013853788376
MSFT,2026-01-25,"What to Expect in Markets This Week: Fed Interest Rate Decision, Earnings From Microsoft, Meta, Tesla, Apple - Investopedia. What to Expect in Markets This Week: Fed Interest Rate Decision, Earnings From Microsoft, Meta, Tesla, AppleInvestopedia Fed, big earnings week loom for markets as global tensions muddy outlookYahoo Finance Megacap earnings next week could lift a stock market…",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180655460,neutral,0.6367813944816589,0.20348277688026428,0.1597357988357544,0.6367813944816589
MSFT,2026-01-25,sopel-stocks added to PyPI. Stock lookup plugin for Sopel IRC bots,newsapi,https://pypi.org/project/sopel-stocks/,neutral,0.935667872428894,0.047656986862421036,0.016675088554620743,0.935667872428894
MSFT,2026-01-25,"AAPL vs. MSFT vs. TSLA: Wall Street’s Favorite Magnificent 7 Stock Ahead of Q4 Earnings Season - TipRanks. AAPL vs. MSFT vs. TSLA: Wall Street’s Favorite Magnificent 7 Stock Ahead of Q4 Earnings SeasonTipRanks Fed, big earnings week loom for markets as global tensions muddy outlookYahoo Finance Fed Meeting, Apple, Meta, GM, Boeing, Chevron, and More to Watch This …",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180654736,neutral,0.8366255164146423,0.10931367427110672,0.05406076833605766,0.8366255164146423
MSFT,2026-01-25,"Show HN: TUI to track stock and cryptocurrencies in real-time. Article URL: https://github.com/ni5arga/stock-tui
Comments URL: https://news.ycombinator.com/item?id=46753881
Points: 1
# Comments: 0",newsapi,https://github.com/ni5arga/stock-tui,neutral,0.8865139484405518,0.03178173303604126,0.08170434832572937,0.8865139484405518
MSFT,2026-01-23,"Bitcoin options show pro traders expect more downside, but also plan to accumulate. Bitcoin derivatives markets show traders holding steady, but the path back to $95,000 relies on institutional inflows returning, especially after this week’s $1.58 billion outflow.",newsapi,https://cointelegraph.com/news/bitcoin-options-show-pro-traders-expect-more-downside-but-also-plan-to-accumulate,positive,0.8433717489242554,0.8433717489242554,0.11368093639612198,0.04294731467962265
MSFT,2026-01-22,"Jim Cramer says he's not abandoning the Mag 7 stocks despite recent struggles. Here's why. ""I think that the money will ultimately flow back to most"" of the Magnificent Seven stocks, CNBC's Jim Cramer said.",newsapi,https://www.cnbc.com/2026/01/22/jim-cramer-says-hes-not-bailing-on-the-mag-7-amid-storage-stock-rally.html,neutral,0.8584529161453247,0.11771821230649948,0.0238288976252079,0.8584529161453247
MSFT,2026-01-22,"Show HN: First autonomous ML and AI engineering Agent. Founder here. I built NEO, an AI agent designed specifically for AI and ML engineering workflows, after repeatedly hitting the same wall with existing tools: they work for short, linear tasks, but fall apart once workflows become long-running, stateful, and f…",newsapi,https://marketplace.visualstudio.com/items?itemName=NeoResearchInc.heyneo,neutral,0.8941919803619385,0.05601567402482033,0.04979238659143448,0.8941919803619385
MSFT,2026-01-22,"Microsoft Corporation Agrees to Pay For Higher Electricity Consumption Due to Data Centers. Microsoft Corporation (NASDAQ:MSFT) is one of the 15 Best S&P 500 Stocks to Look For in 2026. On January 12, Reuters reported that President Donald Trump...",newsapi,https://finance.yahoo.com/news/microsoft-corporation-agrees-pay-higher-180902112.html,positive,0.8424362540245056,0.8424362540245056,0.014325615018606186,0.1432380974292755
MSFT,2026-01-22,"AI power and infrastructure needs boomed in 2025. At Davos, the AI story for 2026 remains the same.. The AI industry's greatest bottleneck, power, drove a boom in infrastructure throughout 2025. At Davos, leaders signal that 2026 is likely to see more of the...",newsapi,https://finance.yahoo.com/news/ai-power-and-infrastructure-needs-boomed-in-2025-at-davos-the-ai-story-for-2026-remains-the-same-100005093.html,positive,0.9091156125068665,0.9091156125068665,0.030673332512378693,0.0602109432220459
